Frame,WallSeconds,DeltaMs,CpuInputAndUiMs,CpuCelestialTickMs,CpuEditorAndPanelsMs,CpuSimulationAndInterfaceMs,CpuScenePushMs,CpuRecordAndPresentMs,CpuFrameCapWaitMs,GpuValid,GpuCullMs,GpuRasterMs,GpuHiZMs,GpuResolveMs,GpuKernelMs,GpuShadowMs,GpuRestirMs,GpuPostMs,GpuSkyMs,GpuVolumeMs,ClusterTotal,ClustersVisible,TrianglesDrawn,Fps,ResidentMiB
491,224.9468,61.2433,0.0848,0.0173,2.0866,0.0488,0.0089,60.8515,0.0011,1,0.0904,8.3156,0.0452,1.0957,50.6708,0.0000,50.6708,0.7725,0.0000,0.0000,2046,1934,217384,15.29,834.1
492,225.0099,63.1060,0.0750,0.0144,2.0545,0.0487,0.0101,60.8861,0.0010,1,0.0918,8.2463,0.0451,1.1297,52.7048,0.0000,52.7048,0.7726,0.0000,0.0000,2046,1934,217384,15.32,837.9
493,225.0730,63.0984,0.0767,0.0168,2.7408,0.0811,0.0147,62.0069,0.0013,1,0.0949,9.8123,0.0449,1.2169,52.7013,0.0000,52.7013,0.7681,0.0000,0.0000,2046,1934,217384,15.39,837.9
494,225.1380,64.9472,0.0708,0.0160,2.0750,0.0603,0.0108,62.3652,0.0010,1,0.1013,9.7784,0.0454,1.4771,51.0302,0.0000,51.0302,0.7701,0.0000,0.0000,2046,1934,217384,15.28,837.9
495,225.2026,64.6072,0.0703,0.0155,2.1756,0.0636,0.0136,59.6982,0.0013,1,0.0908,8.7420,0.0449,1.1332,50.4541,0.0000,50.4541,0.7758,0.0000,0.0000,2046,1934,217384,15.30,837.9
496,225.2646,62.0470,0.0777,0.0173,2.3763,0.0829,0.0176,60.9125,0.0019,1,0.0913,10.3335,0.0449,1.3556,50.4483,0.0000,50.4483,0.7682,0.0000,0.0000,2046,1934,217384,15.38,837.9
497,225.3281,63.4946,0.0674,0.0168,2.9925,0.0709,0.0124,59.3865,0.0013,1,0.0890,8.6394,0.0451,1.6251,51.3041,0.0000,51.3041,0.7724,0.0000,0.0000,2046,1934,217384,15.27,837.9
498,225.3907,62.5558,0.0751,0.0150,2.8696,0.0588,0.0117,59.2576,0.0014,1,0.0983,8.8842,0.0451,1.1185,50.5559,0.0000,50.5559,0.7716,0.0000,0.0000,2046,1934,217384,15.30,837.9
499,225.4530,62.2988,0.0897,0.0162,2.1378,0.0579,0.0099,60.1472,0.0014,1,0.1190,8.6551,0.0451,1.6994,50.6255,0.0000,50.6255,0.9415,0.0000,0.0000,2046,1934,217384,15.33,837.9
500,225.5154,62.4691,0.0861,0.0325,3.7128,0.0811,0.0135,62.6038,0.0014,1,0.0994,9.8773,0.0459,1.3994,52.0639,0.0000,52.0639,0.7745,0.0000,0.0000,2046,1934,217384,15.37,842.0
501,225.5820,66.5404,0.0769,0.0194,3.2707,0.1024,0.0166,62.2424,0.0014,1,0.0982,11.4042,0.0451,1.4190,50.4307,0.0000,50.4307,0.7730,0.0000,0.0000,2046,1934,217384,15.41,842.0
502,225.6477,65.7394,0.0943,0.0224,4.9211,0.0762,0.0126,53.0482,0.0013,1,0.0896,8.2349,0.0451,1.0611,49.6456,0.0000,49.6456,0.7757,0.0000,0.0000,2046,1934,217384,15.44,842.0
503,225.7059,58.1869,0.0856,0.0181,2.9692,0.0723,0.0130,58.2006,0.0012,1,0.0844,8.7475,0.0456,1.2815,50.4016,0.0000,50.4016,0.7768,0.0000,0.0000,2046,1934,217384,15.48,842.0
504,225.7673,61.3684,0.0763,0.0182,2.7112,0.0531,0.0088,59.4471,0.0012,1,0.0793,8.2500,0.0453,1.0443,50.3202,0.0000,50.3202,0.7777,0.0000,0.0000,2046,1934,217384,15.52,842.0
505,225.8296,62.3245,0.0717,0.0183,2.5535,0.0853,0.0153,60.0812,0.0008,1,0.0979,9.9545,0.0451,1.3250,51.2114,0.0000,51.2114,0.7793,0.0000,0.0000,2046,1934,217384,15.56,842.0
506,225.8924,62.8366,0.6703,0.0173,2.4299,0.0649,0.0121,59.9358,0.0016,1,0.0927,9.4101,0.0447,1.2116,51.5843,0.0000,51.5843,0.7797,0.0000,0.0000,2046,1934,217384,15.61,842.0
507,225.9556,63.1422,0.6160,0.0206,3.0454,0.0667,0.0107,58.4738,0.0012,1,0.0825,8.7458,0.0451,1.2886,50.4668,0.0000,50.4668,0.7796,0.0000,0.0000,2046,1934,217384,15.65,842.0
508,226.0178,62.2431,0.0865,0.0166,2.1869,0.0540,0.0104,60.8583,0.0019,1,0.0860,8.7401,0.0451,1.0446,48.9927,0.0000,48.9927,0.7760,0.0000,0.0000,2046,1934,217384,15.70,842.1
509,226.0810,63.2228,1.0272,0.0206,3.3154,0.0657,0.0094,55.7473,0.0017,1,0.0819,8.2540,0.0456,1.0470,50.3217,0.0000,50.3217,0.7839,0.0000,0.0000,2046,1934,217384,15.75,842.1
510,226.1412,60.1953,0.0809,0.0192,3.0492,0.0669,0.0120,57.1727,0.0017,1,0.0826,8.1118,0.0451,1.1120,50.3568,0.0000,50.3568,0.7947,0.0000,0.0000,2046,1934,217384,15.79,842.1
511,226.2017,60.4298,0.9712,0.0200,3.0950,0.0776,0.0155,58.6514,0.0014,1,0.1080,9.1222,0.0449,1.6486,51.2376,0.0000,51.2376,0.7849,0.0000,0.0000,2046,1934,217384,15.85,842.1
512,226.2645,62.8706,0.0799,0.0192,4.2005,0.0702,0.0133,58.2962,0.0018,1,0.0909,10.3830,0.0458,1.3281,49.5983,0.0000,49.5983,0.7864,0.0000,0.0000,2046,1934,217384,15.90,842.1
513,226.3272,62.6897,0.5701,0.0176,2.8652,0.0678,0.0117,60.1212,0.0013,1,0.0843,8.9883,0.0449,1.2166,51.8082,0.0000,51.8082,0.7848,0.0000,0.0000,2046,1934,217384,15.98,842.1
514,226.3909,63.6633,0.5912,0.0158,3.0619,0.0725,0.0123,57.6076,0.0010,1,0.0857,8.5881,0.0451,1.2923,49.9308,0.0000,49.9308,0.7797,0.0000,0.0000,2046,1934,217384,15.88,842.1
515,226.4523,61.3717,0.7024,0.0167,2.2613,0.0602,0.0093,119.1818,0.0013,1,0.0877,8.7568,0.0453,1.0826,50.1732,0.0000,50.1732,0.7836,0.0000,0.0000,2046,1934,217384,15.84,842.1
516,226.5745,100.0000,0.5645,0.0142,2.5171,0.0747,0.0132,4.2648,0.0012,1,0.0810,8.8601,0.0451,1.2823,50.0311,0.0000,50.0311,0.7779,0.0000,0.0000,2046,1934,217384,15.79,842.1
517,226.5820,7.4590,0.5069,0.0202,2.6844,0.0655,0.0078,56.1352,0.0012,1,0.0807,9.4705,0.0452,1.1366,50.9814,0.0000,50.9814,0.7818,0.0000,0.0000,2046,1934,217384,15.99,842.1
518,226.6414,59.4306,0.6650,0.0207,2.9228,0.0767,0.0148,121.5890,0.0015,1,0.0953,9.9073,0.0471,1.3397,51.0633,0.0000,51.0633,0.7877,0.0000,0.0000,2046,1934,217384,15.88,842.1
519,226.7667,100.0000,0.6184,0.0164,2.2294,0.0764,0.0138,3.1194,0.0013,1,0.0892,8.9137,0.0451,1.3437,50.0277,0.0000,50.0277,0.7793,0.0000,0.0000,2046,1934,217384,15.82,842.1
520,226.7728,6.0834,0.0765,0.0176,2.1533,0.0621,0.0120,58.7548,0.0014,1,0.0854,9.9676,0.0459,1.2160,51.3070,0.0000,51.3070,0.7842,0.0000,0.0000,2046,1934,217384,16.02,842.1
521,226.8339,61.0850,0.0567,0.0145,1.8169,0.0613,0.0098,59.8990,0.0019,1,0.0945,8.8904,0.0451,1.2588,50.7439,0.0000,50.7439,0.7844,0.0000,0.0000,2046,1934,217384,15.91,842.1
522,226.8957,61.8679,0.0573,0.0153,2.9015,0.0629,0.0108,60.7469,0.0016,1,0.0845,9.4302,0.0459,1.1250,50.7195,0.0000,50.7195,0.7873,0.0000,0.0000,2046,1934,217384,15.93,842.1
523,226.9595,63.8047,0.0755,0.0176,2.1971,0.0704,0.0129,123.4378,0.0013,1,0.1049,9.8158,0.0471,1.3251,51.2655,0.0000,51.2655,0.7855,0.0000,0.0000,2046,1934,217384,15.95,842.1
524,227.0854,100.0000,1.9992,0.0284,2.9153,0.0733,0.0127,4.3325,0.0011,1,0.0863,7.8689,0.0453,1.0381,50.2555,0.0000,50.2555,0.7848,0.0000,0.0000,2046,1934,217384,15.90,842.1
525,227.0947,9.3842,0.9239,0.0148,2.8636,0.0671,0.0113,51.2735,0.0011,1,0.0830,8.2795,0.0449,1.4089,49.8497,0.0000,49.8497,0.7858,0.0000,0.0000,2046,1934,217384,16.02,842.1
526,227.1499,55.1637,2.1099,0.0177,2.1941,0.0548,0.0104,58.9592,0.0014,1,0.0810,8.3348,0.0448,1.0480,51.2522,0.0000,51.2522,0.7901,0.0000,0.0000,2046,1934,217384,16.05,843.4
527,227.2133,63.3687,0.5113,0.0170,2.5617,0.0836,0.0131,57.4653,0.0014,1,0.0884,8.4998,0.0451,1.1384,50.3835,0.0000,50.3835,0.7895,0.0000,0.0000,2046,1934,217384,16.06,843.4
528,227.2739,60.6728,0.4405,0.0165,3.6400,0.0773,0.0122,110.1585,0.0011,1,0.0931,9.0423,0.0456,1.1366,47.5325,0.0000,47.5325,0.7123,0.0000,0.0000,2046,1948,218920,16.08,843.4
529,227.3883,100.0000,0.2305,0.0161,2.8729,0.0739,0.0114,3.5657,0.0011,1,0.0836,8.1040,0.0445,1.0389,46.2697,0.0000,46.2697,0.7044,0.0000,0.0000,2046,1965,220952,16.08,843.4
530,227.3951,6.7913,0.4093,0.0181,2.7159,0.0540,0.0068,52.1102,0.0014,1,0.0824,8.7684,0.0454,1.1919,47.1710,0.0000,47.1710,0.6846,0.0000,0.0000,2046,1971,221586,16.08,843.4
531,227.4504,55.3365,0.3891,0.0207,2.6516,0.0756,0.0136,53.8913,0.0010,1,0.0861,9.3793,0.0433,1.1813,45.6560,0.0000,45.6560,0.6760,0.0000,0.0000,2046,1986,223378,16.09,843.4
532,227.5075,57.0595,0.4556,0.0170,2.2609,0.0668,0.0127,53.6128,0.0014,1,0.0876,8.4241,0.0451,1.1141,45.4183,0.0000,45.4183,0.6758,0.0000,0.0000,2046,1985,223186,16.11,843.4
533,227.5639,56.4456,1.3525,0.0200,3.3814,0.0825,0.0125,53.8119,0.0016,1,0.0852,8.4911,0.0450,1.0484,45.6507,0.0000,45.6507,0.6683,0.0000,0.0000,2046,1987,223252,16.12,843.4
534,227.6226,58.6844,0.2255,0.0177,3.2798,0.0722,0.0131,52.7650,0.0016,1,0.0843,8.8006,0.0441,1.2411,46.2763,0.0000,46.2763,0.6692,0.0000,0.0000,2046,1989,223508,16.13,843.4
535,227.6790,56.3942,0.4793,0.0177,2.1908,0.0648,0.0102,56.2147,0.0014,1,0.0904,9.1980,0.0440,1.2329,46.9705,0.0000,46.9705,0.6617,0.0000,0.0000,2046,1981,222636,16.14,843.8
536,227.7380,58.9985,1.2404,0.0170,2.0456,0.0582,0.0114,53.8072,0.0011,1,0.1039,9.4251,0.0438,1.1926,45.3222,0.0000,45.3222,0.6708,0.0000,0.0000,2046,1971,221484,16.23,843.8
537,227.7952,57.1999,0.3554,0.0190,2.4751,0.0790,0.0126,51.7399,0.0011,1,0.0821,8.5957,0.0434,1.0957,44.3832,0.0000,44.3832,0.6646,0.0000,0.0000,2046,1963,220588,16.12,843.8
538,227.8499,54.6992,0.4773,0.0163,2.5316,0.0627,0.0105,51.3604,0.0015,1,0.0857,8.2432,0.0439,1.0445,43.2252,0.0000,43.2252,0.6756,0.0000,0.0000,2046,1945,218540,16.12,843.8
539,227.9044,54.4783,0.4188,0.0157,1.9044,0.0456,0.0099,50.5446,0.0010,1,0.0830,8.0323,0.0430,1.0254,42.7925,0.0000,42.7925,0.6708,0.0000,0.0000,2046,1902,213728,16.13,843.8
540,227.9574,52.9557,0.4675,0.0167,2.7660,0.0591,0.0111,50.6058,0.0011,1,0.0780,7.7424,0.0444,0.9271,44.2599,0.0000,44.2599,0.6740,0.0000,0.0000,2046,1835,206176,16.15,843.8
541,228.0113,53.9665,0.4499,0.0158,2.1423,0.0560,0.0099,51.6350,0.0013,1,0.0863,8.0286,0.0430,1.0419,42.8596,0.0000,42.8596,0.6775,0.0000,0.0000,2046,1784,200288,16.16,843.8
542,228.0656,54.3315,0.2521,0.0184,2.8176,0.0698,0.0115,50.2104,0.0011,1,0.0939,8.4579,0.0448,1.0528,42.8306,0.0000,42.8306,0.6773,0.0000,0.0000,2046,1751,196576,16.17,843.8
543,228.1190,53.4020,0.5151,0.0161,1.9656,0.0634,0.0128,100.6611,0.0011,1,0.0846,7.8649,0.0432,1.1227,42.3832,0.0000,42.3832,0.6739,0.0000,0.0000,2046,1714,192440,16.18,843.8
544,228.2223,100.0000,0.9434,0.0179,1.8841,0.0434,0.0083,2.5485,0.0010,1,0.0795,6.8162,0.0442,0.8505,41.5533,0.0000,41.5533,0.6778,0.0000,0.0000,2046,1675,187960,16.09,849.9
545,228.2278,5.4634,0.6392,0.0134,1.9122,0.0404,0.0075,46.8575,0.0013,1,0.0755,6.9360,0.0430,0.8876,43.2518,0.0000,43.2518,0.6778,0.0000,0.0000,2046,1621,182060,16.30,849.9
546,228.2773,49.4887,0.9306,0.0171,1.8533,0.0449,0.0081,48.9671,0.0015,1,0.0830,6.5457,0.0435,0.8327,41.9630,0.0000,41.9630,0.6751,0.0000,0.0000,2046,1545,173408,16.21,849.9
547,228.3291,51.8415,1.1503,0.0208,2.0655,0.0594,0.0114,48.5238,0.0040,1,0.0791,7.2064,0.0430,0.8847,43.0216,0.0000,43.0216,0.6726,0.0000,0.0000,2046,1545,173408,16.21,849.9
548,228.3810,51.8592,1.2740,0.0240,2.0221,0.0621,0.0129,48.1446,0.0015,1,0.0807,6.7374,0.0434,0.8540,42.0542,0.0000,42.0542,0.6679,0.0000,0.0000,2046,1502,168544,16.23,849.9
549,228.4325,51.5642,1.2703,0.0182,2.3578,0.0472,0.0077,47.3644,0.0014,1,0.0743,6.2546,0.0430,0.7844,42.1859,0.0000,42.1859,0.6706,0.0000,0.0000,2046,1469,164704,16.26,849.9
550,228.4836,51.0861,1.8512,0.0181,3.1916,0.0501,0.0093,44.8740,0.0014,1,0.0758,6.1686,0.0446,0.8704,42.4332,0.0000,42.4332,0.6751,0.0000,0.0000,2046,1433,160704,16.30,849.9
551,228.5336,50.0315,1.4112,0.0175,3.4649,0.0570,0.0091,48.0973,0.0013,1,0.0757,5.9674,0.0432,0.8079,44.2863,0.0000,44.2863,0.6765,0.0000,0.0000,2046,1407,157760,16.34,849.9
552,228.5867,53.0770,2.5609,0.0180,1.9029,0.0412,0.0071,98.0229,0.0014,1,0.0761,5.9103,0.0431,0.8561,43.1985,0.0000,43.1985,0.6820,0.0000,0.0000,2046,1371,153696,16.36,849.9
553,228.6893,100.0000,2.3752,0.0180,1.8538,0.0529,0.0097,2.8066,0.0007,1,0.0721,5.4788,0.0432,0.7841,43.9984,0.0000,43.9984,0.6831,0.0000,0.0000,2046,1336,149824,16.27,849.9
554,228.6964,7.1343,0.3945,0.0131,2.6493,0.0528,0.0090,45.0911,0.0009,1,0.0732,5.6227,0.0430,0.7198,44.8947,0.0000,44.8947,0.6847,0.0000,0.0000,2046,1303,146144,16.40,849.9
555,228.7447,48.2320,0.4087,0.0164,2.5082,0.0569,0.0110,49.8873,0.0012,1,0.0739,5.6477,0.0430,0.6881,44.4723,0.0000,44.4723,0.6882,0.0000,0.0000,2046,1281,143616,16.44,903.8
556,228.7976,52.9124,1.0220,0.0195,2.7827,0.0677,0.0120,49.9268,0.0009,1,0.0794,6.2692,0.0430,0.8888,45.9206,0.0000,45.9206,0.6918,0.0000,0.0000,2046,1291,144768,16.47,903.8
557,228.8514,53.8500,0.4263,0.0160,1.9572,0.0795,0.0136,50.9289,0.0015,1,0.0743,5.8883,0.0416,0.7804,45.0598,0.0000,45.0598,0.6985,0.0000,0.0000,2046,1329,149024,16.50,903.8
558,228.9832,100.0000,0.7066,0.0153,2.0666,0.0454,0.0076,3.4342,0.0009,1,0.0807,5.7761,0.0432,0.7004,58.5665,0.0000,58.5665,0.8439,0.0000,0.0000,2046,1364,152928,16.42,903.8
559,228.9895,6.2907,0.0536,0.0126,3.2130,0.0838,0.0119,95.4742,0.0022,1,0.0758,6.9769,0.0431,0.8384,51.6918,0.0000,51.6918,0.7079,0.0000,0.0000,2046,1394,156268,16.57,903.8
560,229.0883,98.8713,0.7137,0.0188,2.7323,0.0591,0.0122,3.6252,0.0012,1,0.0721,6.6060,0.0434,0.7226,46.0473,0.0000,46.0473,0.7088,0.0000,0.0000,2046,1561,175072,16.50,903.8
561,229.0955,7.1802,0.4801,0.0136,2.2738,0.0498,0.0091,47.8844,0.0014,1,0.0739,6.9204,0.0431,0.8253,45.0833,0.0000,45.0833,0.7105,0.0000,0.0000,2046,1555,174336,16.64,903.8
562,229.1463,50.7315,0.5342,0.0182,2.2739,0.0543,0.0096,106.4708,0.0010,1,0.0755,7.3145,0.0434,0.8991,45.9610,0.0000,45.9610,0.7141,0.0000,0.0000,2046,1653,185568,16.67,903.8
563,229.2556,100.0000,1.3362,0.0185,2.2283,0.0805,0.0129,3.3122,0.0016,1,0.0802,6.8796,0.0432,0.7578,45.5476,0.0000,45.5476,0.7085,0.0000,0.0000,2046,1656,185888,16.60,903.8
564,229.2626,7.0090,0.6064,0.0183,2.1789,0.0473,0.0074,48.7466,0.0011,1,0.0841,7.3090,0.0446,1.0693,45.6236,0.0000,45.6236,0.7105,0.0000,0.0000,2046,1665,186796,16.75,903.8
565,229.3143,51.6288,1.3769,0.0210,2.6514,0.0641,0.0169,52.3279,0.0015,1,0.0941,7.6421,0.0444,0.9354,46.1464,0.0000,46.1464,0.7118,0.0000,0.0000,2046,1705,191340,16.78,905.5
566,229.3708,56.4810,2.4421,0.0218,4.4268,0.0565,0.0090,50.9513,0.0013,1,0.0938,8.2332,0.0430,1.1653,46.4524,0.0000,46.4524,0.7171,0.0000,0.0000,2046,1710,191916,16.81,905.5
567,229.4287,57.9293,0.2323,0.0299,3.0106,0.0570,0.0109,49.5350,0.0011,1,0.0787,7.5181,0.0431,0.7961,44.5185,0.0000,44.5185,0.7142,0.0000,0.0000,2046,1705,191340,16.83,905.5
568,229.4816,52.8947,1.1049,0.0177,2.1960,0.0593,0.0103,52.2463,0.0013,1,0.0812,7.3338,0.0429,0.7324,44.7952,0.0000,44.7952,0.7155,0.0000,0.0000,2046,1687,189292,16.94,905.5
569,229.5372,55.6522,0.4918,0.0163,3.6528,0.0623,0.0109,103.7846,0.0012,1,0.0772,7.2710,0.0439,0.7408,45.1618,0.0000,45.1618,0.7141,0.0000,0.0000,2046,1687,189292,16.83,905.5
570,229.6453,100.0000,0.4770,0.0176,2.2170,0.0537,0.0103,2.8043,0.0013,1,0.0903,7.0100,0.0434,0.7273,45.8974,0.0000,45.8974,0.8584,0.0000,0.0000,2046,1691,189740,16.75,905.5
571,229.6509,5.5975,0.0652,0.0161,2.1536,0.0566,0.0111,52.2341,0.0011,1,0.0772,7.2926,0.0433,0.7361,47.5521,0.0000,47.5521,0.7213,0.0000,0.0000,2046,1679,188396,16.97,905.5
572,229.7054,54.5596,0.4871,0.0190,3.0447,0.0817,0.0171,53.2854,0.0016,1,0.0874,7.9157,0.0432,0.7687,47.2967,0.0000,47.2967,0.7280,0.0000,0.0000,2046,1681,188676,16.86,905.5
573,229.7624,56.9544,0.4722,0.0159,2.0710,0.0629,0.0113,53.9738,0.0013,1,0.0813,7.2917,0.0437,0.8046,46.8463,0.0000,46.8463,0.7159,0.0000,0.0000,2046,1675,188036,16.88,905.5
574,229.8190,56.6258,0.2622,0.0178,3.0325,0.0582,0.0106,113.1967,0.0012,1,0.0803,7.1742,0.0430,0.7097,47.3836,0.0000,47.3836,0.7162,0.0000,0.0000,2046,1671,187524,16.98,905.5
575,229.9356,100.0000,1.1747,0.0179,2.7868,0.0827,0.0168,3.7142,0.0012,1,0.0754,6.8996,0.0446,0.6884,50.3774,0.0000,50.3774,0.7081,0.0000,0.0000,2046,1674,187916,16.76,906.0
576,229.9434,7.8122,0.1953,0.0155,2.2173,0.0465,0.0080,50.3861,0.0015,1,0.0896,7.6141,0.0440,1.0121,47.8963,0.0000,47.8963,0.7109,0.0000,0.0000,2046,1682,188724,16.90,906.0
577,229.9963,52.8890,1.0617,0.0202,1.9609,0.0494,0.0102,55.5516,0.0011,1,0.0889,7.4183,0.0438,0.6856,48.9094,0.0000,48.9094,0.7102,0.0000,0.0000,2046,1673,187700,16.93,906.0
578,230.0550,58.6767,0.8106,0.0174,2.3905,0.0668,0.0128,55.2128,0.0009,1,0.0857,7.4708,0.0431,1.0015,48.6596,0.0000,48.6596,0.7074,0.0000,0.0000,2046,1673,187700,16.95,906.0
579,230.1135,58.5314,1.3008,0.0193,2.6394,0.0677,0.0134,54.6113,0.0014,1,0.0882,7.5237,0.0433,0.7448,49.0897,0.0000,49.0897,0.7082,0.0000,0.0000,2046,1695,190324,16.96,906.0
580,230.1722,58.6729,0.8114,0.0170,2.8083,0.0675,0.0126,58.3892,0.0012,1,0.0828,8.4717,0.0467,0.8333,49.6171,0.0000,49.6171,0.6957,0.0000,0.0000,2046,1752,196756,16.98,906.0
581,230.2343,62.1285,1.0775,0.0202,2.9763,0.0645,0.0102,53.8274,0.0012,1,0.0835,7.7893,0.0444,0.7729,49.6235,0.0000,49.6235,0.7020,0.0000,0.0000,2046,1731,194356,17.00,906.0
582,230.2923,57.9966,1.0186,0.0192,3.3456,0.0683,0.0131,56.1409,0.0011,1,0.0816,7.4927,0.0439,0.7632,49.9542,0.0000,49.9542,0.6974,0.0000,0.0000,2046,1721,193268,17.03,906.0
583,230.3529,60.6265,0.9865,0.0181,2.0586,0.0800,0.0124,56.9115,0.0008,1,0.0789,7.5734,0.0439,0.7177,50.4215,0.0000,50.4215,0.6986,0.0000,0.0000,2046,1721,193316,17.06,906.0
584,230.4130,60.0843,1.5812,0.0177,3.1506,0.0597,0.0103,55.2429,0.0015,1,0.0799,7.3036,0.0435,0.6984,51.4637,0.0000,51.4637,0.6968,0.0000,0.0000,2046,1740,195412,17.08,906.0
585,230.4731,60.0840,1.1095,0.0201,2.1924,0.0748,0.0134,57.9988,0.0012,1,0.0817,7.7160,0.0433,0.8339,51.5231,0.0000,51.5231,0.6907,0.0000,0.0000,2046,1790,201068,17.10,906.0
586,230.5345,61.4267,0.5458,0.0176,3.1829,0.0667,0.0122,57.9085,0.0016,1,0.0802,7.6513,0.0439,0.7475,52.0784,0.0000,52.0784,0.7017,0.0000,0.0000,2046,1818,204144,17.12,906.0
587,230.5963,61.7555,0.7390,0.0160,3.0441,0.0651,0.0114,59.3309,0.0012,1,0.0784,7.4858,0.0448,0.6723,53.4776,0.0000,53.4776,0.7164,0.0000,0.0000,2046,1779,199854,17.15,906.0
588,230.6595,63.2252,0.3947,0.0151,2.8587,0.0645,0.0125,57.6946,0.0021,1,0.0782,7.1883,0.0451,0.6310,52.3115,0.0000,52.3115,0.7378,0.0000,0.0000,2046,1714,192450,17.15,906.0
589,230.7206,61.0641,0.6407,0.0159,2.7601,0.0679,0.0158,61.2450,0.0016,1,0.0806,7.1829,0.0444,0.5963,55.4159,0.0000,55.4159,0.7511,0.0000,0.0000,2046,1672,187866,17.16,906.0
590,230.7854,64.7857,0.4511,0.0168,2.7409,0.0625,0.0141,60.2301,0.0014,1,0.0835,6.9782,0.0446,0.6558,53.7907,0.0000,53.7907,0.7595,0.0000,0.0000,2046,1632,183386,17.17,906.0
591,230.8489,63.5342,0.4510,0.0169,1.9399,0.0512,0.0106,57.7110,0.0013,1,0.0763,6.8664,0.0432,0.5487,51.3113,0.0000,51.3113,0.7633,0.0000,0.0000,2046,1596,179226,17.26,906.0
592,230.9091,60.1991,0.5027,0.0153,2.3412,0.0695,0.0120,55.4580,0.0012,1,0.0780,6.6315,0.0441,0.6059,49.3395,0.0000,49.3395,0.7953,0.0000,0.0000,2046,1556,174714,17.36,906.0
593,230.9675,58.4179,0.5610,0.0172,2.1603,0.0589,0.0108,55.8704,0.0011,1,0.0762,6.5084,0.0446,0.4936,50.9627,0.0000,50.9627,0.8186,0.0000,0.0000,2046,1510,169538,17.24,906.0
594,231.0262,58.6971,0.4258,0.0185,2.8051,0.0608,0.0117,53.6344,0.0015,1,0.0906,6.4025,0.0438,0.5953,48.2562,0.0000,48.2562,0.8371,0.0000,0.0000,2046,1479,165890,17.32,906.0
595,231.0832,56.9767,0.4524,0.0162,2.0542,0.0764,0.0138,54.9777,0.0009,1,0.0781,6.4857,0.0429,0.4895,48.2653,0.0000,48.2653,0.8556,0.0000,0.0000,2046,1480,166082,17.20,906.0
596,231.1408,57.6072,0.4980,0.0157,2.2591,0.0522,0.0118,52.5668,0.0011,1,0.0780,6.4526,0.0430,0.4780,47.3181,0.0000,47.3181,0.8602,0.0000,0.0000,2046,1477,165586,17.20,906.0
597,231.1962,55.4223,0.4637,0.0157,2.8174,0.0747,0.0144,51.7621,0.0010,1,0.0804,6.5610,0.0440,0.5978,46.7198,0.0000,46.7198,0.8862,0.0000,0.0000,2046,1471,165010,17.23,906.0
598,231.2514,55.1672,0.2083,0.0164,2.1202,0.0806,0.0146,53.8108,0.0016,1,0.0753,6.4922,0.0432,0.4751,48.0067,0.0000,48.0067,0.8812,0.0000,0.0000,2046,1486,166794,17.26,906.0
599,231.3077,56.2704,0.7616,0.0155,2.3295,0.0690,0.0110,52.5046,0.0016,1,0.0789,6.6437,0.0430,0.4769,45.9324,0.0000,45.9324,0.8934,0.0000,0.0000,2046,1503,168634,17.29,906.0
600,231.3634,55.7138,0.5745,0.0195,3.3566,0.0513,0.0087,50.6191,0.0012,1,0.0791,6.8123,0.0436,0.5104,45.0167,0.0000,45.0167,0.8974,0.0000,0.0000,2046,1562,175150,17.30,906.0
601,231.4180,54.6466,0.4998,0.0153,2.6799,0.0487,0.0082,48.7871,0.0014,1,0.0755,6.9030,0.0431,0.5427,44.6007,0.0000,44.6007,0.8895,0.0000,0.0000,2046,1606,179982,17.33,906.0
602,231.4701,52.0612,0.4365,0.0178,2.1105,0.0642,0.0112,51.4483,0.0012,1,0.0803,7.3457,0.0430,0.5142,44.3529,0.0000,44.3529,0.8861,0.0000,0.0000,2046,1677,188366,17.36,906.0
603,231.5242,54.1079,0.5021,0.0185,2.5363,0.0541,0.0099,54.4155,0.0011,1,0.0779,7.4732,0.0430,0.5275,45.0892,0.0000,45.0892,0.8590,0.0000,0.0000,2046,1738,195886,17.48,906.0
604,231.5817,57.5575,0.6110,0.0212,3.5827,0.0730,0.0113,47.4459,0.0011,1,0.0796,8.4354,0.0430,0.5919,43.1476,0.0000,43.1476,0.8393,0.0000,0.0000,2046,1805,202766,17.35,906.1
605,231.6335,51.7633,0.4596,0.0177,2.5976,0.0668,0.0121,47.7685,0.0010,1,0.0793,7.9527,0.0441,0.6236,41.8115,0.0000,41.8115,0.8198,0.0000,0.0000,2046,1850,207774,17.38,906.1
606,231.6844,50.9391,0.4772,0.0170,2.1755,0.0492,0.0105,50.9028,0.0017,1,0.0799,8.1275,0.0428,0.5475,41.9107,0.0000,41.9107,0.8384,0.0000,0.0000,2046,1876,210870,17.42,906.1
607,231.7381,53.6534,0.4586,0.0174,2.1430,0.0616,0.0120,48.6238,0.0015,1,0.0853,8.8084,0.0428,0.6125,41.3243,0.0000,41.3243,0.8051,0.0000,0.0000,2046,1891,212950,17.44,906.1
608,231.7894,51.3377,0.4457,0.0732,2.2976,0.0645,0.0131,49.6479,0.0014,1,0.0789,8.3372,0.0431,0.6147,42.2986,0.0000,42.2986,0.8013,0.0000,0.0000,2046,1892,213142,17.47,906.1
